Center,Center_Code,Center_Name,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
INSV-TX1 Ascension St. Vincent Hospital,INSV-TX1,Ascension St. Vincent Hospital,1,0,0.0,0,0
INSV-TX1 Ascension St. Vincent Hospital,INSV-TX1,Ascension St. Vincent Hospital,7,0,0.0,0,0
INSV-TX1 Ascension St. Vincent Hospital,INSV-TX1,Ascension St. Vincent Hospital,182,0,0.0,0,47
INSV-TX1 Ascension St. Vincent Hospital,INSV-TX1,Ascension St. Vincent Hospital,4,0,0.0,0,0
INSV-TX1 Ascension St. Vincent Hospital,INSV-TX1,Ascension St. Vincent Hospital,7,0,0.0,0,7
INSV-TX1 Ascension St. Vincent Hospital,INSV-TX1,Ascension St. Vincent Hospital,0,0,0.0,0,1
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,287,103,0.0,9,18
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,4,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,2,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,1,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,1,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,172,64,0.0,5,14
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,1,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,1,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,95,36,0.0,4,4
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,1,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,2,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,2,1,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,4,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,1,0,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,0,1,0.0,0,0
KSUK-TX1 University of Kansas Hospital,KSUK-TX1,University of Kansas Hospital,0,1,0.0,0,0
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,250,39,2.0,16,18
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,1,0,0.0,0,0
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,2,0,0.0,0,0
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,60,7,0.0,0,3
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,180,32,1.0,16,14
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,1,0,0.0,0,0
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,1,0,0.0,0,0
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,5,0,1.0,0,0
KYJH-TX1 Jewish Hospital,KYJH-TX1,Jewish Hospital,0,0,0.0,0,1
KYKC-TX1 Norton Children's Hospital,KYKC-TX1,Norton Children's Hospital,5,0,0.0,0,6
KYKC-TX1 Norton Children's Hospital,KYKC-TX1,Norton Children's Hospital,0,0,0.0,0,1
KYKC-TX1 Norton Children's Hospital,KYKC-TX1,Norton Children's Hospital,5,0,0.0,0,5
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,476,111,0.0,8,18
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,21,0,0.0,0,2
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,407,78,0.0,7,12
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,1,0,0.0,0,0
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,12,2,0.0,0,2
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,13,6,0.0,0,0
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,9,5,0.0,0,0
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,3,4,0.0,0,0
KYUK-TX1 University of Kentucky Medical Center,KYUK-TX1,University of Kentucky Medical Center,10,16,0.0,1,2
LACH-TX1 Children's Hospital,LACH-TX1,Children's Hospital,13,0,0.0,0,0
LACH-TX1 Children's Hospital,LACH-TX1,Children's Hospital,9,0,0.0,0,0
LACH-TX1 Children's Hospital,LACH-TX1,Children's Hospital,4,0,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,770,70,0.0,12,58
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,47,1,0.0,1,1
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,1,6,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,0,1,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,11,1,0.0,1,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,2,0,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,598,44,0.0,9,49
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,104,10,0.0,1,8
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,1,0,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,1,0,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,0,4,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,0,1,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,2,0,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,3,1,0.0,0,0
LAOF-TX1 Ochsner Foundation Hospital,LAOF-TX1,Ochsner Foundation Hospital,0,1,0.0,0,0
LATU-TX1 Tulane Medical Center,LATU-TX1,Tulane Medical Center,596,12,0.0,8,0
LATU-TX1 Tulane Medical Center,LATU-TX1,Tulane Medical Center,9,0,0.0,0,0
LATU-TX1 Tulane Medical Center,LATU-TX1,Tulane Medical Center,2,1,0.0,0,0
LATU-TX1 Tulane Medical Center,LATU-TX1,Tulane Medical Center,482,9,0.0,7,0
LATU-TX1 Tulane Medical Center,LATU-TX1,Tulane Medical Center,101,2,0.0,1,0
LATU-TX1 Tulane Medical Center,LATU-TX1,Tulane Medical Center,2,0,0.0,0,0
LAWK-TX1 Willis-Knighton Medical Center,LAWK-TX1,Willis-Knighton Medical Center,357,52,3.0,12,0
LAWK-TX1 Willis-Knighton Medical Center,LAWK-TX1,Willis-Knighton Medical Center,18,2,0.0,0,0
LAWK-TX1 Willis-Knighton Medical Center,LAWK-TX1,Willis-Knighton Medical Center,288,46,3.0,9,0
LAWK-TX1 Willis-Knighton Medical Center,LAWK-TX1,Willis-Knighton Medical Center,2,0,0.0,0,0
LAWK-TX1 Willis-Knighton Medical Center,LAWK-TX1,Willis-Knighton Medical Center,49,4,0.0,3,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,400,122,9.0,35,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,1,0,1.0,1,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,2,1,0.0,1,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,385,95,5.0,32,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,5,1,1.0,1,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,1,0,0.0,0,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,6,23,2.0,0,0
MABI-TX1 Beth Israel Deaconess Medical Center,MABI-TX1,Beth Israel Deaconess Medical Center,0,2,0.0,0,0
MABS-TX1 Baystate Medical Center,MABS-TX1,Baystate Medical Center,173,0,0.0,0,0
MABS-TX1 Baystate Medical Center,MABS-TX1,Baystate Medical Center,4,0,0.0,0,0
MABS-TX1 Baystate Medical Center,MABS-TX1,Baystate Medical Center,163,0,0.0,0,0
MABS-TX1 Baystate Medical Center,MABS-TX1,Baystate Medical Center,3,0,0.0,0,0
MABS-TX1 Baystate Medical Center,MABS-TX1,Baystate Medical Center,3,0,0.0,0,0
MABU-TX1 Boston Medical Center,MABU-TX1,Boston Medical Center,294,0,0.0,0,0
MABU-TX1 Boston Medical Center,MABU-TX1,Boston Medical Center,1,0,0.0,0,0
MABU-TX1 Boston Medical Center,MABU-TX1,Boston Medical Center,287,0,0.0,0,0
MABU-TX1 Boston Medical Center,MABU-TX1,Boston Medical Center,3,0,0.0,0,0
MABU-TX1 Boston Medical Center,MABU-TX1,Boston Medical Center,2,0,0.0,0,0
MABU-TX1 Boston Medical Center,MABU-TX1,Boston Medical Center,1,0,0.0,0,0
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,23,12,1.0,0,26
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,1,0,0.0,0,3
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,1,0,0.0,0,1
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,0,0,0.0,0,1
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,14,9,0.0,0,16
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,2,1,0.0,0,1
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,3,0,0.0,0,2
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,1,0,0.0,0,0
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,0,1,0.0,0,1
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,0,1,1.0,0,1
MACH-TX1 Boston Children's Hospital,MACH-TX1,Boston Children's Hospital,1,0,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,207,87,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,1,3,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,4,12,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,161,43,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,32,22,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,1,0,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,2,1,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,3,0,0.0,0,0
MALC-TX1 Lahey Clinic Medical Center,MALC-TX1,Lahey Clinic Medical Center,3,6,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,"1,184",371,14.0,10,22
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,1,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,1,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,10,3,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,5,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,52,50,2.0,0,3
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,2,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,877,201,9.0,3,12
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,159,46,1.0,4,3
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,2,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,25,17,2.0,2,3
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,1,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,2,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,34,24,0.0,1,1
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,1,2,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,2,0,0.0,0,0
MAMG-TX1 Massachusetts General Hospital,MAMG-TX1,Massachusetts General Hospital,10,28,0.0,0,0
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,213,0,0.0,0,103
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,1,0,0.0,0,2
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,1,0,0.0,0,0
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,1,0,0.0,0,12
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,1,0,0.0,0,0
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,192,0,0.0,0,54
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,9,0,0.0,0,9
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,0,0,0.0,0,2
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,7,0,0.0,0,17
MANM-TX1 Tufts Medical Center,MANM-TX1,Tufts Medical Center,1,0,0.0,0,7
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,388,0,5.0,12,33
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,8,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,1,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,6,0,1.0,0,5
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,2,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,309,0,3.0,9,22
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,19,0,1.0,2,4
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,2,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,2,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,1,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,11,0,0.0,0,2
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,24,0,0.0,1,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,1,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,1,0,0.0,0,0
MAPB-TX1 Brigham and Women's Hospital,MAPB-TX1,Brigham and Women's Hospital,1,0,0.0,0,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,477,367,13.0,9,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,16,2,2.0,0,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,1,15,0.0,0,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,1,0,0.0,0,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,453,328,9.0,9,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,3,7,0.0,0,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,1,2,0.0,0,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,1,12,0.0,0,0
MAUM-TX1 UMass Memorial Medical Center,MAUM-TX1,UMass Memorial Medical Center,1,1,2.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,"1,345",359,16.0,14,38
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,1,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,2,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,0,1,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,45,15,0.0,0,3
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,18,5,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,10,3,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,3,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,1,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,2,1,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,1,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,967,260,11.0,11,34
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,2,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,1,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,1,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,25,2,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,22,2,1.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,12,1,1.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,2,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,113,25,2.0,2,1
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,2,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,3,5,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,1,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,2,0,0.0,0,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,95,30,1.0,1,0
MDJH-TX1 Johns Hopkins Hospital,MDJH-TX1,Johns Hopkins Hospital,14,9,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,769,297,9.0,13,46
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,1,0,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,24,9,0.0,1,3
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,3,2,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,2,0,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,1,0,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,1,0,0.0,1,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,675,263,6.0,9,40
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,3,1,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,4,0,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,2,0,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,21,3,3.0,0,3
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,1,0,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,7,1,0.0,0,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,12,7,0.0,1,0
MDUM-TX1 University of Maryland Medical System,MDUM-TX1,University of Maryland Medical System,12,11,0.0,1,0
MEMC-TX1 Maine Medical Center,MEMC-TX1,Maine Medical Center,167,0,0.0,0,0
MEMC-TX1 Maine Medical Center,MEMC-TX1,Maine Medical Center,1,0,0.0,0,0
MEMC-TX1 Maine Medical Center,MEMC-TX1,Maine Medical Center,159,0,0.0,0,0
MEMC-TX1 Maine Medical Center,MEMC-TX1,Maine Medical Center,1,0,0.0,0,0
MEMC-TX1 Maine Medical Center,MEMC-TX1,Maine Medical Center,5,0,0.0,0,0
MEMC-TX1 Maine Medical Center,MEMC-TX1,Maine Medical Center,1,0,0.0,0,0
MIBH-TX1 William Beaumont Hospital,MIBH-TX1,William Beaumont Hospital,329,51,0.0,0,0
MIBH-TX1 William Beaumont Hospital,MIBH-TX1,William Beaumont Hospital,1,0,0.0,0,0
MIBH-TX1 William Beaumont Hospital,MIBH-TX1,William Beaumont Hospital,1,0,0.0,0,0
MIBH-TX1 William Beaumont Hospital,MIBH-TX1,William Beaumont Hospital,324,51,0.0,0,0
MIBH-TX1 William Beaumont Hospital,MIBH-TX1,William Beaumont Hospital,1,0,0.0,0,0
MIBH-TX1 William Beaumont Hospital,MIBH-TX1,William Beaumont Hospital,2,0,0.0,0,0
MICH-TX1 Children's Hospital of Michigan,MICH-TX1,Children's Hospital of Michigan,6,2,0.0,0,2
MICH-TX1 Children's Hospital of Michigan,MICH-TX1,Children's Hospital of Michigan,6,2,0.0,0,2
MIDV-TX1 Helen DeVos Children's Hospital,MIDV-TX1,Helen DeVos Children's Hospital,7,0,0.0,0,0
MIDV-TX1 Helen DeVos Children's Hospital,MIDV-TX1,Helen DeVos Children's Hospital,7,0,0.0,0,0
MIHF-TX1 Henry Ford Hospital,MIHF-TX1,Henry Ford Hospital,380,100,27.0,14,32
MIHF-TX1 Henry Ford Hospital,MIHF-TX1,Henry Ford Hospital,378,98,27.0,14,32
MIHF-TX1 Henry Ford Hospital,MIHF-TX1,Henry Ford Hospital,1,0,0.0,0,0
MIHF-TX1 Henry Ford Hospital,MIHF-TX1,Henry Ford Hospital,0,1,0.0,0,0
MIHF-TX1 Henry Ford Hospital,MIHF-TX1,Henry Ford Hospital,1,1,0.0,0,0
MIHH-TX1 Harper University Hospital Detroit Medical Center,MIHH-TX1,Harper University Hospital Detroit Medical Center,192,0,0.0,0,0
MIHH-TX1 Harper University Hospital Detroit Medical Center,MIHH-TX1,Harper University Hospital Detroit Medical Center,192,0,0.0,0,0
MIHM-TX1 Hurley Medical Center,MIHM-TX1,Hurley Medical Center,6,0,0.0,0,0
MIHM-TX1 Hurley Medical Center,MIHM-TX1,Hurley Medical Center,6,0,0.0,0,0
MIKZ-TX1 Borgess Medical Center,MIKZ-TX1,Borgess Medical Center,15,0,0.0,0,0
MIKZ-TX1 Borgess Medical Center,MIKZ-TX1,Borgess Medical Center,1,0,0.0,0,0
MIKZ-TX1 Borgess Medical Center,MIKZ-TX1,Borgess Medical Center,14,0,0.0,0,0
MISH-TX1 Spectrum Health,MISH-TX1,Spectrum Health,0,0,0.0,0,33
MISH-TX1 Spectrum Health,MISH-TX1,Spectrum Health,0,0,0.0,0,33
MISJ-TX1 Ascension St. John Hospital,MISJ-TX1,Ascension St. John Hospital,162,0,0.0,0,0
MISJ-TX1 Ascension St. John Hospital,MISJ-TX1,Ascension St. John Hospital,160,0,0.0,0,0
MISJ-TX1 Ascension St. John Hospital,MISJ-TX1,Ascension St. John Hospital,2,0,0.0,0,0
MISM-TX1 Mercy Health Saint Mary’s,MISM-TX1,Mercy Health Saint Mary’s,267,0,0.0,0,0
MISM-TX1 Mercy Health Saint Mary’s,MISM-TX1,Mercy Health Saint Mary’s,267,0,0.0,0,0
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,772,88,4.0,19,71
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,2,0,0.0,0,0
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,1,0,0.0,0,0
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,5,1,0.0,0,0
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,738,85,4.0,19,64
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,1,0,0.0,0,0
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,1,0,0.0,0,0
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,1,0,0.0,0,0
MIUM-TX1 University of Michigan Medical Center,MIUM-TX1,University of Michigan Medical Center,21,2,0.0,0,7
