Center,Center_Code,Center_Name,States,Time_Waited,Kidney,Liver,Pancreas,Kidney / Pancreas,Heart
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,District of Columbia,90 Days to < 6 Months,0,0,0.0,0,1
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,District of Columbia,6 Months to < 1 Year,0,0,0.0,0,7
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,District of Columbia,1 Year to < 2 Years,0,0,0.0,0,11
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,District of Columbia,2 Years to < 3 Years,0,0,0.0,0,6
DCWH-TX1 Washington Hospital Center,DCWH-TX1,Washington Hospital Center,District of Columbia,3 Years to < 5 Years,0,0,0.0,0,4
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,All Time,231,0,4.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,All Time,231,0,4.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,< 30 Days,5,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,30 to < 90 Days,7,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,90 Days to < 6 Months,17,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,6 Months to < 1 Year,22,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,1 Year to < 2 Years,48,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,2 Years to < 3 Years,40,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,3 Years to < 5 Years,57,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,All Center States,5 or More Years,35,0,4.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,All Time,231,0,4.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,< 30 Days,5,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,30 to < 90 Days,7,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,90 Days to < 6 Months,17,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,6 Months to < 1 Year,22,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,1 Year to < 2 Years,48,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,2 Years to < 3 Years,40,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,3 Years to < 5 Years,57,0,0.0,0,0
DCWR-TX1 Walter Reed National Military Medical Center at Bethesda,DCWR-TX1,Walter Reed National Military Medical Center at Bethesda,District of Columbia,5 or More Years,35,0,4.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,All Center States,All Time,12,5,0.0,0,1
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,All Center States,< 30 Days,0,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,All Center States,30 to < 90 Days,3,0,0.0,0,1
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,All Center States,90 Days to < 6 Months,1,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,All Center States,6 Months to < 1 Year,3,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,All Center States,1 Year to < 2 Years,5,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,All Center States,5 or More Years,0,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,Delaware,All Time,12,5,0.0,0,1
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,Delaware,< 30 Days,0,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,Delaware,30 to < 90 Days,3,0,0.0,0,1
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,Delaware,90 Days to < 6 Months,1,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,Delaware,6 Months to < 1 Year,3,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,Delaware,1 Year to < 2 Years,5,1,0.0,0,0
DEAI-TX1 Alfred I duPont Hospital for Children,DEAI-TX1,Alfred I duPont Hospital for Children,Delaware,5 or More Years,0,1,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,All Time,165,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,< 30 Days,1,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,30 to < 90 Days,3,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,90 Days to < 6 Months,10,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,6 Months to < 1 Year,43,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,1 Year to < 2 Years,34,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,2 Years to < 3 Years,22,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,3 Years to < 5 Years,37,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,All Center States,5 or More Years,15,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,All Time,165,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,All Time,165,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,< 30 Days,1,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,30 to < 90 Days,3,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,90 Days to < 6 Months,10,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,6 Months to < 1 Year,43,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,1 Year to < 2 Years,34,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,2 Years to < 3 Years,22,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,3 Years to < 5 Years,37,0,0.0,0,0
DECC-TX1 Christiana Care Health Services,DECC-TX1,Christiana Care Health Services,Delaware,5 or More Years,15,0,0.0,0,0
FLAC-TX1 Johns Hopkins All Children's Hospital,FLAC-TX1,Johns Hopkins All Children's Hospital,All Center States,All Time,0,0,0.0,0,1
FLAC-TX1 Johns Hopkins All Children's Hospital,FLAC-TX1,Johns Hopkins All Children's Hospital,All Center States,< 30 Days,0,0,0.0,0,1
FLAC-TX1 Johns Hopkins All Children's Hospital,FLAC-TX1,Johns Hopkins All Children's Hospital,Florida,All Time,0,0,0.0,0,1
FLAC-TX1 Johns Hopkins All Children's Hospital,FLAC-TX1,Johns Hopkins All Children's Hospital,Florida,< 30 Days,0,0,0.0,0,1
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,All Time,0,13,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,< 30 Days,0,2,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,30 to < 90 Days,0,2,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,90 Days to < 6 Months,0,1,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,6 Months to < 1 Year,0,1,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,1 Year to < 2 Years,0,4,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,3 Years to < 5 Years,0,2,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,All Center States,5 or More Years,0,1,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,All Time,0,13,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,< 30 Days,0,2,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,30 to < 90 Days,0,2,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,90 Days to < 6 Months,0,1,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,6 Months to < 1 Year,0,1,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,1 Year to < 2 Years,0,4,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,3 Years to < 5 Years,0,2,0.0,0,0
FLBC-TX1 Broward Health Medical Center,FLBC-TX1,Broward Health Medical Center,Florida,5 or More Years,0,1,0.0,0,0
FLBF-TX1 Bert Fish Medical Center,FLBF-TX1,Bert Fish Medical Center,All Center States,All Time,25,0,0.0,0,0
FLBF-TX1 Bert Fish Medical Center,FLBF-TX1,Bert Fish Medical Center,All Center States,5 or More Years,25,0,0.0,0,0
FLBF-TX1 Bert Fish Medical Center,FLBF-TX1,Bert Fish Medical Center,Florida,All Time,25,0,0.0,0,0
FLBF-TX1 Bert Fish Medical Center,FLBF-TX1,Bert Fish Medical Center,Florida,5 or More Years,25,0,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,All Time,865,57,0.0,0,10
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,< 30 Days,35,5,0.0,0,2
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,30 to < 90 Days,39,6,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,90 Days to < 6 Months,92,9,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,6 Months to < 1 Year,105,15,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,1 Year to < 2 Years,274,10,0.0,0,3
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,2 Years to < 3 Years,173,8,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,3 Years to < 5 Years,118,3,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,5 or More Years,29,1,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,All Center States,5 or More Years,29,1,0.0,0,0
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,All Time,865,57,0.0,0,10
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,< 30 Days,35,5,0.0,0,2
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,30 to < 90 Days,39,6,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,90 Days to < 6 Months,92,9,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,6 Months to < 1 Year,105,15,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,1 Year to < 2 Years,274,10,0.0,0,3
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,2 Years to < 3 Years,173,8,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,3 Years to < 5 Years,118,3,0.0,0,1
FLCC-TX1 Cleveland Clinic Florida Weston,FLCC-TX1,Cleveland Clinic Florida Weston,Florida,5 or More Years,29,1,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,All Time,407,63,1.0,7,9
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,< 30 Days,15,5,0.0,2,3
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,30 to < 90 Days,24,7,0.0,0,1
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,90 Days to < 6 Months,46,18,1.0,3,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,6 Months to < 1 Year,54,14,0.0,1,1
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,1 Year to < 2 Years,116,9,0.0,1,2
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,2 Years to < 3 Years,69,5,0.0,0,2
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,3 Years to < 5 Years,39,4,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,All Center States,5 or More Years,44,1,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,All Time,407,63,1.0,7,9
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,< 30 Days,15,5,0.0,2,3
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,30 to < 90 Days,24,7,0.0,0,1
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,90 Days to < 6 Months,46,18,1.0,3,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,6 Months to < 1 Year,54,14,0.0,1,1
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,1 Year to < 2 Years,116,9,0.0,1,2
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,2 Years to < 3 Years,69,5,0.0,0,2
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,3 Years to < 5 Years,39,4,0.0,0,0
FLFH-TX1 AdventHealth Orlando,FLFH-TX1,AdventHealth Orlando,Florida,5 or More Years,44,1,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,All Time,74,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,< 30 Days,10,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,30 to < 90 Days,6,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,90 Days to < 6 Months,5,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,6 Months to < 1 Year,8,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,1 Year to < 2 Years,30,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,2 Years to < 3 Years,10,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,All Center States,3 Years to < 5 Years,5,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,All Time,74,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,< 30 Days,10,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,30 to < 90 Days,6,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,90 Days to < 6 Months,5,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,6 Months to < 1 Year,8,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,1 Year to < 2 Years,30,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,1 Year to < 2 Years,30,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,2 Years to < 3 Years,10,0,0.0,0,0
FLHM-TX1 Halifax Medical Center,FLHM-TX1,Halifax Medical Center,Florida,3 Years to < 5 Years,5,0,0.0,0,0
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,All Center States,All Time,0,0,0.0,0,2
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,All Center States,90 Days to < 6 Months,0,0,0.0,0,1
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,All Center States,3 Years to < 5 Years,0,0,0.0,0,1
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Florida,All Time,0,0,0.0,0,2
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Florida,90 Days to < 6 Months,0,0,0.0,0,1
FLJD-TX1 Memorial Regional Hospital/Joe DiMaggio Children's Hospital,FLJD-TX1,Memorial Regional Hospital/Joe DiMaggio Children's Hospital,Florida,3 Years to < 5 Years,0,0,0.0,0,1
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,All Center States,All Time,614,103,17.0,18,40
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,All Center States,< 30 Days,26,19,1.0,1,0
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,All Center States,30 to < 90 Days,31,12,3.0,1,2
FLJM-TX1 Jackson Memorial Hospital University of Miami School of Medicine,FLJM-TX1,Jackson Memorial Hospital University of Miami School of Medicine,All Center States,90 Days to < 6 Months,32,17,1.0,5,0
