,Center Name,Center States,Wait Time,Kidney,Liver,Pancreas,Heart
2141,MDJH-TX1 Johns Hopkins Hospital,Maryland,2 Years to < 3 Years,216,45,2.0,9
2143,MDJH-TX1 Johns Hopkins Hospital,Maryland,3 Years to < 5 Years,260,58,1.0,10
2144,MDJH-TX1 Johns Hopkins Hospital,Maryland,5 or More Years,236,106,1.0,7
2154,MDUM-TX1 University of Maryland Medical System,Maryland,All Time,769,297,9.0,46
2155,MDUM-TX1 University of Maryland Medical System,Maryland,< 30 Days,17,16,0.0,3
2156,MDUM-TX1 University of Maryland Medical System,Maryland,30 to < 90 Days,9,15,0.0,2
2157,MDUM-TX1 University of Maryland Medical System,Maryland,90 Days to < 6 Months,26,25,1.0,4
2158,MDUM-TX1 University of Maryland Medical System,Maryland,6 Months to < 1 Year,64,26,2.0,8
2159,MDUM-TX1 University of Maryland Medical System,Maryland,1 Year to < 2 Years,142,50,1.0,8
2160,MDUM-TX1 University of Maryland Medical System,Maryland,2 Years to < 3 Years,121,25,1.0,12
2161,MDUM-TX1 University of Maryland Medical System,Maryland,3 Years to < 5 Years,175,59,1.0,6
2162,MDUM-TX1 University of Maryland Medical System,Maryland,5 or More Years,215,81,3.0,3
2172,MEMC-TX1 Maine Medical Center,Maine,All Time,167,0,0.0,0
2173,MEMC-TX1 Maine Medical Center,Maine,< 30 Days,16,0,0.0,0
2174,MEMC-TX1 Maine Medical Center,Maine,30 to < 90 Days,21,0,0.0,0
2175,MEMC-TX1 Maine Medical Center,Maine,90 Days to < 6 Months,28,0,0.0,0
2176,MEMC-TX1 Maine Medical Center,Maine,6 Months to < 1 Year,17,0,0.0,0
2177,MEMC-TX1 Maine Medical Center,Maine,1 Year to < 2 Years,34,0,0.0,0
2178,MEMC-TX1 Maine Medical Center,Maine,2 Years to < 3 Years,19,0,0.0,0
2179,MEMC-TX1 Maine Medical Center,Maine,3 Years to < 5 Years,19,0,0.0,0
2180,MEMC-TX1 Maine Medical Center,Maine,5 or More Years,13,0,0.0,0
2191,MIBH-TX1 William Beaumont Hospital,Michigan,All Time,329,51,0.0,0
2192,MIBH-TX1 William Beaumont Hospital,Michigan,< 30 Days,9,2,0.0,0
2193,MIBH-TX1 William Beaumont Hospital,Michigan,30 to < 90 Days,22,7,0.0,0
2194,MIBH-TX1 William Beaumont Hospital,Michigan,90 Days to < 6 Months,25,4,0.0,0
2195,MIBH-TX1 William Beaumont Hospital,Michigan,6 Months to < 1 Year,39,10,0.0,0
2196,MIBH-TX1 William Beaumont Hospital,Michigan,1 Year to < 2 Years,76,13,0.0,0
2197,MIBH-TX1 William Beaumont Hospital,Michigan,2 Years to < 3 Years,63,7,0.0,0
2198,MIBH-TX1 William Beaumont Hospital,Michigan,3 Years to < 5 Years,71,5,0.0,0
2199,MIBH-TX1 William Beaumont Hospital,Michigan,5 or More Years,24,3,0.0,0
2206,MICH-TX1 Children's Hospital of Michigan,Michigan,All Time,6,2,0.0,2
2207,MICH-TX1 Children's Hospital of Michigan,Michigan,90 Days to < 6 Months,1,0,0.0,1
2208,MICH-TX1 Children's Hospital of Michigan,Michigan,6 Months to < 1 Year,0,2,0.0,1
2209,MICH-TX1 Children's Hospital of Michigan,Michigan,1 Year to < 2 Years,3,0,0.0,0
2210,MICH-TX1 Children's Hospital of Michigan,Michigan,2 Years to < 3 Years,1,0,0.0,0
2211,MICH-TX1 Children's Hospital of Michigan,Michigan,5 or More Years,1,0,0.0,0
2216,MIDV-TX1 Helen DeVos Children's Hospital,Michigan,All Time,7,0,0.0,0
2217,MIDV-TX1 Helen DeVos Children's Hospital,Michigan,30 to < 90 Days,2,0,0.0,0
2218,MIDV-TX1 Helen DeVos Children's Hospital,Michigan,6 Months to < 1 Year,3,0,0.0,0
2219,MIDV-TX1 Helen DeVos Children's Hospital,Michigan,1 Year to < 2 Years,2,0,0.0,0
2230,MIHF-TX1 Henry Ford Hospital,Michigan,All Time,380,100,27.0,32
2231,MIHF-TX1 Henry Ford Hospital,Michigan,< 30 Days,13,10,0.0,0
2232,MIHF-TX1 Henry Ford Hospital,Michigan,30 to < 90 Days,15,6,2.0,2
2233,MIHF-TX1 Henry Ford Hospital,Michigan,90 Days to < 6 Months,30,16,4.0,3
2234,MIHF-TX1 Henry Ford Hospital,Michigan,6 Months to < 1 Year,29,14,4.0,6
2235,MIHF-TX1 Henry Ford Hospital,Michigan,1 Year to < 2 Years,79,16,4.0,13
2236,MIHF-TX1 Henry Ford Hospital,Michigan,2 Years to < 3 Years,72,12,4.0,5
2237,MIHF-TX1 Henry Ford Hospital,Michigan,3 Years to < 5 Years,82,19,5.0,2
2238,MIHF-TX1 Henry Ford Hospital,Michigan,5 or More Years,60,7,4.0,1
2248,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,All Time,192,0,0.0,0
2249,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,< 30 Days,2,0,0.0,0
2250,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,30 to < 90 Days,7,0,0.0,0
2251,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,90 Days to < 6 Months,11,0,0.0,0
2252,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,6 Months to < 1 Year,18,0,0.0,0
2253,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,1 Year to < 2 Years,38,0,0.0,0
2254,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,2 Years to < 3 Years,28,0,0.0,0
2255,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,3 Years to < 5 Years,51,0,0.0,0
2256,MIHH-TX1 Harper University Hospital Detroit Medical Center,Michigan,5 or More Years,37,0,0.0,0
2259,MIHM-TX1 Hurley Medical Center,Michigan,All Time,6,0,0.0,0
2260,MIHM-TX1 Hurley Medical Center,Michigan,5 or More Years,6,0,0.0,0
2263,MIKZ-TX1 Borgess Medical Center,Michigan,All Time,15,0,0.0,0
2264,MIKZ-TX1 Borgess Medical Center,Michigan,5 or More Years,15,0,0.0,0
2275,MISH-TX1 Spectrum Health,Michigan,All Time,0,0,0.0,33
2276,MISH-TX1 Spectrum Health,Michigan,< 30 Days,0,0,0.0,4
2277,MISH-TX1 Spectrum Health,Michigan,30 to < 90 Days,0,0,0.0,2
2278,MISH-TX1 Spectrum Health,Michigan,90 Days to < 6 Months,0,0,0.0,4
2279,MISH-TX1 Spectrum Health,Michigan,6 Months to < 1 Year,0,0,0.0,10
2280,MISH-TX1 Spectrum Health,Michigan,1 Year to < 2 Years,0,0,0.0,5
2281,MISH-TX1 Spectrum Health,Michigan,2 Years to < 3 Years,0,0,0.0,2
2282,MISH-TX1 Spectrum Health,Michigan,3 Years to < 5 Years,0,0,0.0,5
2283,MISH-TX1 Spectrum Health,Michigan,5 or More Years,0,0,0.0,1
2293,MISJ-TX1 Ascension St. John Hospital,Michigan,All Time,162,0,0.0,0
2294,MISJ-TX1 Ascension St. John Hospital,Michigan,< 30 Days,3,0,0.0,0
2295,MISJ-TX1 Ascension St. John Hospital,Michigan,30 to < 90 Days,3,0,0.0,0
2296,MISJ-TX1 Ascension St. John Hospital,Michigan,90 Days to < 6 Months,17,0,0.0,0
2297,MISJ-TX1 Ascension St. John Hospital,Michigan,6 Months to < 1 Year,10,0,0.0,0
2298,MISJ-TX1 Ascension St. John Hospital,Michigan,1 Year to < 2 Years,26,0,0.0,0
2299,MISJ-TX1 Ascension St. John Hospital,Michigan,2 Years to < 3 Years,27,0,0.0,0
2300,MISJ-TX1 Ascension St. John Hospital,Michigan,3 Years to < 5 Years,49,0,0.0,0
2301,MISJ-TX1 Ascension St. John Hospital,Michigan,5 or More Years,27,0,0.0,0
2312,MISM-TX1 Mercy Health Saint Mary’s,Michigan,All Time,267,0,0.0,0
2313,MISM-TX1 Mercy Health Saint Mary’s,Michigan,< 30 Days,9,0,0.0,0
2314,MISM-TX1 Mercy Health Saint Mary’s,Michigan,30 to < 90 Days,15,0,0.0,0
2315,MISM-TX1 Mercy Health Saint Mary’s,Michigan,90 Days to < 6 Months,25,0,0.0,0
2316,MISM-TX1 Mercy Health Saint Mary’s,Michigan,6 Months to < 1 Year,34,0,0.0,0
2317,MISM-TX1 Mercy Health Saint Mary’s,Michigan,1 Year to < 2 Years,67,0,0.0,0
2318,MISM-TX1 Mercy Health Saint Mary’s,Michigan,2 Years to < 3 Years,62,0,0.0,0
2319,MISM-TX1 Mercy Health Saint Mary’s,Michigan,3 Years to < 5 Years,36,0,0.0,0
2320,MISM-TX1 Mercy Health Saint Mary’s,Michigan,5 or More Years,19,0,0.0,0
2330,MIUM-TX1 University of Michigan Medical Center,Michigan,All Time,772,88,4.0,71
2331,MIUM-TX1 University of Michigan Medical Center,Michigan,< 30 Days,45,5,0.0,1
2332,MIUM-TX1 University of Michigan Medical Center,Michigan,30 to < 90 Days,56,8,0.0,3
2333,MIUM-TX1 University of Michigan Medical Center,Michigan,90 Days to < 6 Months,61,9,1.0,6
2334,MIUM-TX1 University of Michigan Medical Center,Michigan,6 Months to < 1 Year,107,14,1.0,6
2335,MIUM-TX1 University of Michigan Medical Center,Michigan,1 Year to < 2 Years,209,12,1.0,19
2336,MIUM-TX1 University of Michigan Medical Center,Michigan,2 Years to < 3 Years,126,12,0.0,14
2337,MIUM-TX1 University of Michigan Medical Center,Michigan,3 Years to < 5 Years,69,7,1.0,14
2338,MIUM-TX1 University of Michigan Medical Center,Michigan,5 or More Years,99,21,0.0,8
2348,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,All Time,151,0,0.0,4
2349,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,< 30 Days,6,0,0.0,0
2350,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,30 to < 90 Days,4,0,0.0,0
2351,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,90 Days to < 6 Months,9,0,0.0,2
2353,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,6 Months to < 1 Year,9,0,0.0,0
2354,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,1 Year to < 2 Years,38,0,0.0,2
2355,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,2 Years to < 3 Years,28,0,0.0,0
2356,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,3 Years to < 5 Years,24,0,0.0,0
2357,MNAN-TX1 Abbott Northwestern Hospital,Minnesota,5 or More Years,33,0,0.0,0
2365,MNCM-TX1 Children's Minnesota,Minnesota,All Time,0,0,0.0,11
2366,MNCM-TX1 Children's Minnesota,Minnesota,< 30 Days,0,0,0.0,2
2367,MNCM-TX1 Children's Minnesota,Minnesota,30 to < 90 Days,0,0,0.0,1
2368,MNCM-TX1 Children's Minnesota,Minnesota,90 Days to < 6 Months,0,0,0.0,1
2369,MNCM-TX1 Children's Minnesota,Minnesota,6 Months to < 1 Year,0,0,0.0,2
2370,MNCM-TX1 Children's Minnesota,Minnesota,1 Year to < 2 Years,0,0,0.0,2
2371,MNCM-TX1 Children's Minnesota,Minnesota,2 Years to < 3 Years,0,0,0.0,3
2381,MNHC-TX1 Hennepin County Medical Center,Minnesota,All Time,292,0,0.0,0
2382,MNHC-TX1 Hennepin County Medical Center,Minnesota,< 30 Days,9,0,0.0,0
2383,MNHC-TX1 Hennepin County Medical Center,Minnesota,30 to < 90 Days,14,0,0.0,0
2384,MNHC-TX1 Hennepin County Medical Center,Minnesota,90 Days to < 6 Months,16,0,0.0,0
2385,MNHC-TX1 Hennepin County Medical Center,Minnesota,6 Months to < 1 Year,12,0,0.0,0
2386,MNHC-TX1 Hennepin County Medical Center,Minnesota,1 Year to < 2 Years,52,0,0.0,0
2387,MNHC-TX1 Hennepin County Medical Center,Minnesota,2 Years to < 3 Years,44,0,0.0,0
2388,MNHC-TX1 Hennepin County Medical Center,Minnesota,3 Years to < 5 Years,78,0,0.0,0
2389,MNHC-TX1 Hennepin County Medical Center,Minnesota,5 or More Years,67,0,0.0,0
2400,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,All Time,870,93,43.0,67
2401,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,< 30 Days,31,17,1.0,3
2402,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,30 to < 90 Days,71,21,0.0,7
2403,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,90 Days to < 6 Months,93,10,7.0,3
2404,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,6 Months to < 1 Year,126,3,7.0,1
2405,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,1 Year to < 2 Years,186,16,9.0,12
2406,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,2 Years to < 3 Years,150,9,12.0,5
2407,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,3 Years to < 5 Years,142,6,3.0,15
2408,MNMC-TX1 Rochester Methodist Hospital (Mayo Clinic),Minnesota,5 or More Years,71,11,4.0,21
2418,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,All Time,809,97,88.0,40
2419,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,< 30 Days,26,6,3.0,2
2420,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,30 to < 90 Days,30,15,5.0,3
2421,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,90 Days to < 6 Months,57,17,5.0,5
2422,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,6 Months to < 1 Year,68,15,2.0,3
2423,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,1 Year to < 2 Years,192,15,12.0,7
2424,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,2 Years to < 3 Years,132,12,6.0,7
2425,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,3 Years to < 5 Years,124,8,15.0,8
2426,"MNUM-TX1 University of Minnesota Medical Center, Fairview",Minnesota,5 or More Years,180,9,40.0,5
2437,MOBH-TX1 Barnes-Jewish Hospital,Missouri,All Time,746,44,2.0,24
2438,MOBH-TX1 Barnes-Jewish Hospital,Missouri,< 30 Days,37,16,2.0,0
2439,MOBH-TX1 Barnes-Jewish Hospital,Missouri,30 to < 90 Days,50,8,0.0,3
2440,MOBH-TX1 Barnes-Jewish Hospital,Missouri,90 Days to < 6 Months,89,6,0.0,7
2441,MOBH-TX1 Barnes-Jewish Hospital,Missouri,6 Months to < 1 Year,96,4,0.0,0
2442,MOBH-TX1 Barnes-Jewish Hospital,Missouri,1 Year to < 2 Years,178,5,0.0,6
2443,MOBH-TX1 Barnes-Jewish Hospital,Missouri,2 Years to < 3 Years,91,1,0.0,3
2444,MOBH-TX1 Barnes-Jewish Hospital,Missouri,3 Years to < 5 Years,97,0,0.0,3
2445,MOBH-TX1 Barnes-Jewish Hospital,Missouri,5 or More Years,108,4,0.0,2
2454,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,All Time,5,4,0.0,9
2455,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,30 to < 90 Days,1,0,0.0,1
2456,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,90 Days to < 6 Months,0,0,0.0,3
2457,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,6 Months to < 1 Year,1,0,0.0,3
2458,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,1 Year to < 2 Years,1,2,0.0,1
2459,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,2 Years to < 3 Years,1,1,0.0,0
2460,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,3 Years to < 5 Years,1,0,0.0,1
2461,MOCG-TX1 Cardinal Glennon Children's Hospital,Missouri,5 or More Years,0,1,0.0,0
2471,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,All Time,6,8,0.0,9
2472,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,< 30 Days,1,2,0.0,1
2473,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,30 to < 90 Days,2,4,0.0,5
2474,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,90 Days to < 6 Months,0,2,0.0,1
2475,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,6 Months to < 1 Year,2,0,0.0,0
2476,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,1 Year to < 2 Years,0,0,0.0,1
2477,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,2 Years to < 3 Years,0,0,0.0,1
2479,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,3 Years to < 5 Years,1,0,0.0,0
2480,MOCH-TX1 St. Louis Children's Hospital at Washington University Medical Center,Missouri,5 or More Years,0,0,0.0,0
2490,MOCM-TX1 Children's Mercy Hospital,Missouri,All Time,58,0,0.0,4
2491,MOCM-TX1 Children's Mercy Hospital,Missouri,< 30 Days,6,0,0.0,1
2492,MOCM-TX1 Children's Mercy Hospital,Missouri,30 to < 90 Days,5,0,0.0,0
2493,MOCM-TX1 Children's Mercy Hospital,Missouri,90 Days to < 6 Months,9,0,0.0,0
2494,MOCM-TX1 Children's Mercy Hospital,Missouri,6 Months to < 1 Year,5,0,0.0,0
2495,MOCM-TX1 Children's Mercy Hospital,Missouri,1 Year to < 2 Years,10,0,0.0,3
2496,MOCM-TX1 Children's Mercy Hospital,Missouri,2 Years to < 3 Years,15,0,0.0,0
2497,MOCM-TX1 Children's Mercy Hospital,Missouri,3 Years to < 5 Years,5,0,0.0,0
2498,MOCM-TX1 Children's Mercy Hospital,Missouri,5 or More Years,3,0,0.0,0
2501,MODU-TX1 DePaul Health Center,Missouri,All Time,15,0,0.0,0
2502,MODU-TX1 DePaul Health Center,Missouri,5 or More Years,15,0,0.0,0
2505,MOJM-TX1 St Johns Mercy Medical Center,Missouri,All Time,5,0,0.0,0
2506,MOJM-TX1 St Johns Mercy Medical Center,Missouri,5 or More Years,5,0,0.0,0
2516,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,All Time,220,31,0.0,15
2517,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,< 30 Days,10,1,0.0,2
2518,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,30 to < 90 Days,22,3,0.0,1
2519,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,90 Days to < 6 Months,19,6,0.0,3
2521,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,6 Months to < 1 Year,53,8,0.0,3
2522,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,1 Year to < 2 Years,60,5,0.0,1
2523,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,2 Years to < 3 Years,28,3,0.0,3
2524,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,3 Years to < 5 Years,25,5,0.0,1
2525,MOLH-TX1 St Luke's Hospital of Kansas City,Missouri,5 or More Years,3,0,0.0,1
2535,MORH-TX1 Research Medical Center,Missouri,All Time,135,0,0.0,0
2536,MORH-TX1 Research Medical Center,Missouri,< 30 Days,11,0,0.0,0
2537,MORH-TX1 Research Medical Center,Missouri,30 to < 90 Days,3,0,0.0,0
2538,MORH-TX1 Research Medical Center,Missouri,90 Days to < 6 Months,14,0,0.0,0
2539,MORH-TX1 Research Medical Center,Missouri,6 Months to < 1 Year,10,0,0.0,0
2540,MORH-TX1 Research Medical Center,Missouri,1 Year to < 2 Years,21,0,0.0,0
2541,MORH-TX1 Research Medical Center,Missouri,2 Years to < 3 Years,38,0,0.0,0
2542,MORH-TX1 Research Medical Center,Missouri,3 Years to < 5 Years,27,0,0.0,0
2543,MORH-TX1 Research Medical Center,Missouri,5 or More Years,11,0,0.0,0
2553,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,All Time,139,30,0.0,0
2554,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,< 30 Days,11,5,0.0,0
2555,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,30 to < 90 Days,10,3,0.0,0
2556,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,90 Days to < 6 Months,9,3,0.0,0
2557,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,6 Months to < 1 Year,11,12,0.0,0
2558,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,1 Year to < 2 Years,41,5,0.0,0
2559,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,2 Years to < 3 Years,33,1,0.0,0
2560,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,3 Years to < 5 Years,19,1,0.0,0
2561,MOSL-TX1 SSM Health Saint Louis University Hospital,Missouri,5 or More Years,5,0,0.0,0
2572,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,All Time,105,0,0.0,0
2573,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,< 30 Days,4,0,0.0,0
2574,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,30 to < 90 Days,5,0,0.0,0
2575,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,90 Days to < 6 Months,11,0,0.0,0
2576,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,6 Months to < 1 Year,7,0,0.0,0
2577,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,1 Year to < 2 Years,30,0,0.0,0
2578,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,2 Years to < 3 Years,24,0,0.0,0
2579,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,3 Years to < 5 Years,17,0,0.0,0
2580,MOUM-TX1 University of Missouri Hospital and Clinics,Missouri,5 or More Years,7,0,0.0,0
2590,MSUM-TX1 University of Mississippi Medical Center,Mississippi,All Time,899,32,0.0,19
2591,MSUM-TX1 University of Mississippi Medical Center,Mississippi,< 30 Days,26,2,0.0,1
2592,MSUM-TX1 University of Mississippi Medical Center,Mississippi,30 to < 90 Days,58,4,0.0,1
2593,MSUM-TX1 University of Mississippi Medical Center,Mississippi,90 Days to < 6 Months,113,5,0.0,2
2594,MSUM-TX1 University of Mississippi Medical Center,Mississippi,6 Months to < 1 Year,108,12,0.0,1
2595,MSUM-TX1 University of Mississippi Medical Center,Mississippi,1 Year to < 2 Years,250,6,0.0,8
2596,MSUM-TX1 University of Mississippi Medical Center,Mississippi,2 Years to < 3 Years,150,2,0.0,4
2597,MSUM-TX1 University of Mississippi Medical Center,Mississippi,3 Years to < 5 Years,111,1,0.0,1
2598,MSUM-TX1 University of Mississippi Medical Center,Mississippi,5 or More Years,83,0,0.0,1
2609,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,All Time,685,0,35.0,11
2610,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,< 30 Days,19,0,1.0,3
2611,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,30 to < 90 Days,31,0,2.0,0
2612,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,90 Days to < 6 Months,55,0,4.0,1
2613,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,6 Months to < 1 Year,100,0,10.0,2
2614,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,1 Year to < 2 Years,193,0,12.0,2
2615,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,2 Years to < 3 Years,144,0,3.0,2
2616,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,3 Years to < 5 Years,103,0,1.0,0
2617,NCBG-TX1 Wake Forest Baptist Medical Center,North Carolina,5 or More Years,40,0,2.0,1
2627,NCCM-TX1 Carolinas Medical Center,North Carolina,All Time,569,108,0.0,24
2628,NCCM-TX1 Carolinas Medical Center,North Carolina,< 30 Days,21,9,0.0,4
2629,NCCM-TX1 Carolinas Medical Center,North Carolina,30 to < 90 Days,36,8,0.0,1
2630,NCCM-TX1 Carolinas Medical Center,North Carolina,90 Days to < 6 Months,49,12,0.0,4
2631,NCCM-TX1 Carolinas Medical Center,North Carolina,6 Months to < 1 Year,82,19,0.0,2
2632,NCCM-TX1 Carolinas Medical Center,North Carolina,1 Year to < 2 Years,131,24,0.0,6
2633,NCCM-TX1 Carolinas Medical Center,North Carolina,2 Years to < 3 Years,78,15,0.0,3
2634,NCCM-TX1 Carolinas Medical Center,North Carolina,3 Years to < 5 Years,90,6,0.0,4
2635,NCCM-TX1 Carolinas Medical Center,North Carolina,5 or More Years,82,15,0.0,0
2645,NCDU-TX1 Duke University Hospital,North Carolina,All Time,627,36,5.0,37
2647,NCDU-TX1 Duke University Hospital,North Carolina,< 30 Days,32,7,0.0,7
2648,NCDU-TX1 Duke University Hospital,North Carolina,30 to < 90 Days,56,8,0.0,8
2649,NCDU-TX1 Duke University Hospital,North Carolina,90 Days to < 6 Months,82,6,1.0,3
2650,NCDU-TX1 Duke University Hospital,North Carolina,6 Months to < 1 Year,97,9,0.0,3
2651,NCDU-TX1 Duke University Hospital,North Carolina,1 Year to < 2 Years,142,3,3.0,5
2652,NCDU-TX1 Duke University Hospital,North Carolina,2 Years to < 3 Years,108,1,1.0,5
2653,NCDU-TX1 Duke University Hospital,North Carolina,3 Years to < 5 Years,76,1,0.0,2
2654,NCDU-TX1 Duke University Hospital,North Carolina,5 or More Years,34,1,0.0,4
2664,NCEC-TX1 Vidant Medical Center,North Carolina,All Time,376,0,3.0,0
2665,NCEC-TX1 Vidant Medical Center,North Carolina,< 30 Days,20,0,0.0,0
2666,NCEC-TX1 Vidant Medical Center,North Carolina,30 to < 90 Days,22,0,0.0,0
2667,NCEC-TX1 Vidant Medical Center,North Carolina,90 Days to < 6 Months,24,0,0.0,0
2668,NCEC-TX1 Vidant Medical Center,North Carolina,6 Months to < 1 Year,60,0,0.0,0
